Budget_ID,Date_ID,Budget_Period,Account_ID,Business_Line_ID,Employee_ID,Budget_Version,Budget_Type,Budget_Category,Cost_Center,Project_Code,Budgeted_Amount,Actual_Amount,Committed_Amount,Forecast_Amount,Budget_Owner,Approval_Status,Approved_By,Notes,Approval_Date,Last_Modified_Date,Variance,Variance_Pct,Available_Budget,Utilization_Pct,Forecast_Variance
9611,20250430,2025-04-30 00:00:00,ACC20001,BL002,EMP00212,V2_Revised,Project-Based,Revenue,CC-2663,,50357.05,9449.54,61912.29,87791.87,EMP00004,Pending,EMP00205,,2025-05-09 00:00:00,2025-05-19 00:00:00,-40907.51,-81.23,-11555.24,18.77,37434.82
9612,20230323,2023-03-23 00:00:00,ACC30003,BL003,EMP00231,V2_Revised,Quarterly,OPEX,CC-5590,,34253.35,84332.12,26184.43,10077.22,EMP00156,Approved,EMP00232,,2023-04-01 00:00:00,2023-04-14 00:00:00,50078.77,146.2,8068.92,246.2,-24176.13
9613,20250419,2025-04-19 00:00:00,ACC30003,BL002,EMP00192,V2_Revised,Monthly,CAPEX,CC-8655,PROJ-002,33814.36,105663.31,73722.09,31848.22,EMP00192,Approved,EMP00063,Under Budget,2025-04-22 00:00:00,2025-05-02 00:00:00,71848.95,212.48,-39907.73,312.48,-1966.14
9614,20240529,2024-05-29 00:00:00,ACC50001,BL003,EMP00032,V1_Original,Annual,Revenue,CC-5248,,80375.9,97762.15,49617.41,67487.78,EMP00060,Approved,EMP00216,,2024-06-08 00:00:00,2024-06-19 00:00:00,17386.25,21.63,30758.49,121.63,-12888.12
9615,20251016,2025-10-16 00:00:00,ACC50002,BL006,EMP00034,V2_Revised,Project-Based,Revenue,CC-1601,,64633.3,8957.91,56718.07,25990.76,EMP00186,Approved,EMP00067,,2025-10-30 00:00:00,2025-10-20 00:00:00,-55675.39,-86.14,7915.23,13.86,-38642.54
9616,20250903,2025-09-03 00:00:00,ACC30001,BL006,EMP00080,V2_Revised,Monthly,OPEX,CC-7687,PROJ-001,48259.46,99443.97,2005.68,76342.81,EMP00189,Pending,EMP00080,,2025-09-12 00:00:00,2025-09-10 00:00:00,51184.51,106.06,46253.78,206.06,28083.35
9617,20230730,2023-07-30 00:00:00,ACC30003,BL004,EMP00074,V2_Revised,Quarterly,CAPEX,CC-5312,,62933.67,21036.48,81221.25,48597.65,EMP00221,Pending,EMP00076,Over Budget,2023-08-07 00:00:00,2023-08-13 00:00:00,-41897.19,-66.57,-18287.58,33.43,-14336.02
9618,20241018,2024-10-18 00:00:00,ACC50001,BL004,EMP00160,V3_Final,Project-Based,CAPEX,CC-4570,PROJ-002,42224.2,74054.96,18879.7,36471.56,EMP00116,Approved,EMP00193,,2024-10-20 00:00:00,2024-10-22 00:00:00,31830.76,75.39,23344.5,175.39,-5752.64
9619,20230823,2023-08-23 00:00:00,ACC50002,BL005,EMP00122,V2_Revised,Quarterly,OPEX,CC-8280,,45853.61,46716.76,40354.11,103793.79,EMP00219,Approved,EMP00060,,2023-09-06 00:00:00,2023-09-04 00:00:00,863.15,1.88,5499.5,101.88,57940.18
9620,20250420,2025-04-20 00:00:00,ACC40002,BL003,EMP00149,V1_Original,Project-Based,Headcount,CC-4947,,29850.16,90205.57,30440.06,49347.71,EMP00197,Pending,EMP00136,,2025-05-02 00:00:00,2025-05-01 00:00:00,60355.41,202.19,-589.9,302.19,19497.55
9621,20240528,2024-05-28 00:00:00,ACC40003,BL006,EMP00141,V3_Final,Project-Based,OPEX,CC-9707,,64993.57,47916.34,69348.54,92959.54,EMP00195,Approved,EMP00159,Needs Review,2024-06-09 00:00:00,2024-06-06 00:00:00,-17077.23,-26.28,-4354.97,73.72,27965.97
9622,20240525,2024-05-25 00:00:00,ACC40003,BL005,EMP00059,V2_Revised,Quarterly,Revenue,CC-8492,,24411.52,60730.7,42838.13,40860.54,EMP00150,Pending,EMP00147,,2024-06-02 00:00:00,2024-06-04 00:00:00,36319.18,148.78,-18426.61,248.78,16449.02
9623,20250909,2025-09-09 00:00:00,ACC20002,BL003,EMP00192,V2_Revised,Project-Based,CAPEX,CC-9743,PROJ-003,92811.6,27985.97,56500.58,2922.91,EMP00116,Pending,EMP00193,,2025-09-18 00:00:00,2025-09-16 00:00:00,-64825.63,-69.85,36311.02,30.15,-89888.69
9624,20250707,2025-07-07 00:00:00,ACC30001,BL005,EMP00165,V3_Final,Project-Based,Revenue,CC-8081,PROJ-003,21713.1,45182,61584.7,45281.41,EMP00222,Draft,EMP00145,,2025-07-18 00:00:00,2025-07-14 00:00:00,23468.9,108.09,-39871.6,208.09,23568.31
9625,20240908,2024-09-08 00:00:00,ACC20002,BL006,EMP00227,V2_Revised,Monthly,Headcount,CC-9723,,2545.3,68683.63,55205.36,40086.8,EMP00186,Pending,EMP00098,,2024-09-20 00:00:00,2024-09-30 00:00:00,66138.33,2598.45,-52660.06,2698.45,37541.5
9626,20250815,2025-08-15 00:00:00,ACC20002,BL002,EMP00141,V2_Revised,Quarterly,Revenue,CC-4715,,30948.23,59603.19,33428.18,81654.48,EMP00092,Approved,EMP00233,,2025-08-17 00:00:00,2025-08-18 00:00:00,28654.96,92.59,-2479.95,192.59,50706.25
9627,20250327,2025-03-27 00:00:00,ACC50001,BL003,EMP00110,V1_Original,Rolling,Revenue,CC-7762,,15801.08,8456.82,41572.99,79013.1,EMP00169,Approved,EMP00145,,2025-03-31 00:00:00,2025-03-29 00:00:00,-7344.26,-46.48,-25771.91,53.52,63212.02
9628,20230902,2023-09-02 00:00:00,ACC10001,BL005,EMP00149,V2_Revised,Monthly,Revenue,CC-7356,,75035.45,64346.05,66798.01,71612.47,EMP00245,Approved,EMP00205,On Track,2023-09-06 00:00:00,2023-09-15 00:00:00,-10689.4,-14.25,8237.44,85.75,-3422.98
9629,20231120,2023-11-20 00:00:00,ACC60001,BL006,EMP00237,V2_Revised,Annual,OPEX,CC-7017,,14264.02,83463.97,52060.66,17174.8,EMP00117,Approved,EMP00020,,2023-11-23 00:00:00,2023-11-23 00:00:00,69199.95,485.14,-37796.64,585.14,2910.78
9630,20230606,2023-06-06 00:00:00,ACC20002,BL004,EMP00237,V3_Final,Project-Based,Revenue,CC-5111,,19257.91,80293.45,70299.03,37283.36,EMP00133,Approved,EMP00226,,2023-06-19 00:00:00,2023-07-05 00:00:00,61035.54,316.94,-51041.12,416.94,18025.45
9631,20250609,2025-06-09 00:00:00,ACC30004,BL003,EMP00143,V3_Final,Monthly,OPEX,CC-1430,,28382.58,57652.38,92789.03,99928.56,EMP00072,Draft,EMP00193,,2025-06-13 00:00:00,2025-06-13 00:00:00,29269.8,103.13,-64406.45,203.13,71545.98
9632,20230306,2023-03-06 00:00:00,ACC40001,BL006,EMP00189,V1_Original,Project-Based,CAPEX,CC-2547,PROJ-001,30001.96,38359.36,41486.26,97882.45,EMP00030,Approved,EMP00041,Under Budget,2023-03-11 00:00:00,2023-04-03 00:00:00,8357.4,27.86,-11484.3,127.86,67880.49
9633,20250710,2025-07-10 00:00:00,ACC50002,BL001,EMP00178,V1_Original,Monthly,OPEX,CC-8225,,36212.46,24204.36,59281.16,10878.54,EMP00055,Approved,EMP00136,,2025-07-22 00:00:00,2025-07-25 00:00:00,-12008.1,-33.16,-23068.7,66.84,-25333.92
9634,20240320,2024-03-20 00:00:00,ACC20002,BL003,EMP00243,V2_Revised,Quarterly,OPEX,CC-3401,,79959.23,60059.01,11958.25,13479.95,EMP00110,Approved,EMP00190,,2024-03-26 00:00:00,2024-03-31 00:00:00,-19900.22,-24.89,68000.98,75.11,-66479.28
9635,20250802,2025-08-02 00:00:00,ACC10002,BL002,EMP00122,V2_Revised,Annual,CAPEX,CC-8778,,79254.12,89367.81,26495.15,29345.45,EMP00060,Approved,EMP00026,On Track,2025-08-08 00:00:00,2025-08-09 00:00:00,10113.69,12.76,52758.97,112.76,-49908.67
9636,20230502,2023-05-02 00:00:00,ACC60001,BL005,EMP00212,V3_Final,Annual,Revenue,CC-8678,PROJ-002,28396.62,34574.6,89797.63,104085.77,EMP00063,Pending,EMP00061,,2023-05-11 00:00:00,2023-05-04 00:00:00,6177.98,21.76,-61401.01,121.76,75689.15
9637,20231031,2023-10-31 00:00:00,ACC40003,BL006,EMP00019,V2_Revised,Project-Based,Revenue,CC-4554,,49341.38,61016.93,3516.83,30459.79,EMP00077,Approved,EMP00147,,2023-11-01 00:00:00,2023-11-13 00:00:00,11675.55,23.66,45824.55,123.66,-18881.59
9638,20230130,2023-01-30 00:00:00,ACC30004,BL006,EMP00112,V2_Revised,Quarterly,CAPEX,CC-6622,PROJ-002,81617.75,77609.18,85843.51,4752.59,EMP00207,Approved,EMP00047,,2023-02-10 00:00:00,2023-02-23 00:00:00,-4008.57,-4.91,-4225.76,95.09,-76865.16
9639,20240623,2024-06-23 00:00:00,ACC40003,BL006,EMP00086,V1_Original,Monthly,Headcount,CC-5444,,83371.64,3362.61,36089.8,84746.93,EMP00044,Approved,EMP00136,Over Budget,2024-06-29 00:00:00,2024-07-05 00:00:00,-80009.03,-95.97,47281.84,4.03,1375.29
9640,20231010,2023-10-10 00:00:00,ACC40001,BL003,EMP00059,V3_Final,Rolling,OPEX,CC-1893,,80923.1,28018.98,76648.73,43356.01,EMP00222,Approved,EMP00041,,2023-10-15 00:00:00,2023-11-01 00:00:00,-52904.12,-65.38,4274.37,34.62,-37567.09
9641,20240913,2024-09-13 00:00:00,ACC30003,BL002,EMP00189,V1_Original,Quarterly,Headcount,CC-9217,,53741.48,41779.44,21451.96,101845.05,EMP00137,Approved,EMP00019,,2024-09-23 00:00:00,2024-10-10 00:00:00,-11962.04,-22.26,32289.52,77.74,48103.57
9642,20240603,2024-06-03 00:00:00,ACC10002,BL005,EMP00160,V1_Original,Annual,OPEX,CC-3275,PROJ-002,35337.23,96141.5,65868.08,42151.35,EMP00038,Approved,EMP00072,,2024-06-09 00:00:00,2024-06-24 00:00:00,60804.27,172.07,-30530.85,272.07,6814.12
9643,20240217,2024-02-17 00:00:00,ACC30004,BL002,EMP00031,V2_Revised,Project-Based,OPEX,CC-6472,,94609.93,78441.8,64803.79,104744.78,EMP00139,Approved,EMP00072,,2024-02-27 00:00:00,2024-03-13 00:00:00,-16168.13,-17.09,29806.14,82.91,10134.85
9644,20250317,2025-03-17 00:00:00,ACC40003,BL005,EMP00087,V1_Original,Quarterly,OPEX,CC-7299,PROJ-001,10566.89,81568.2,22806.38,64672.48,EMP00176,Approved,EMP00226,Over Budget,2025-03-24 00:00:00,2025-04-13 00:00:00,71001.31,671.92,-12239.49,771.92,54105.59
9645,20241003,2024-10-03 00:00:00,ACC30002,BL005,EMP00124,V2_Revised,Monthly,OPEX,CC-5639,PROJ-003,79873.17,10974.82,47300.78,15515.6,EMP00122,Approved,EMP00193,,2024-10-07 00:00:00,2024-10-08 00:00:00,-68898.35,-86.26,32572.39,13.74,-64357.57
9646,20240817,2024-08-17 00:00:00,ACC40003,BL001,EMP00032,V3_Final,Annual,CAPEX,CC-4259,,17909.91,22209.93,51578.21,81481.99,EMP00064,Approved,EMP00233,,2024-08-23 00:00:00,2024-08-22 00:00:00,4300.02,24.01,-33668.3,124.01,63572.08
9647,20231012,2023-10-12 00:00:00,ACC50002,BL003,EMP00149,V1_Original,Monthly,OPEX,CC-4558,,5229.75,4165.83,25449.91,41190.34,EMP00021,Approved,EMP00242,Under Budget,2023-10-17 00:00:00,2023-10-19 00:00:00,-1063.92,-20.34,-20220.16,79.66,35960.59
9648,20230212,2023-02-12 00:00:00,ACC30003,BL005,EMP00079,V3_Final,Rolling,Revenue,CC-5912,PROJ-003,68016.77,60074.87,9042.36,104432.41,EMP00216,Approved,EMP00180,Over Budget,2023-02-20 00:00:00,2023-03-01 00:00:00,-7941.9,-11.68,58974.41,88.32,36415.64
9649,20231122,2023-11-22 00:00:00,ACC30002,BL006,EMP00149,V2_Revised,Quarterly,Revenue,CC-4316,,46635.47,3752.73,87300.08,8358.96,EMP00023,Approved,EMP00205,,2023-11-24 00:00:00,2023-11-30 00:00:00,-42882.74,-91.95,-40664.61,8.05,-38276.51
9650,20241110,2024-11-10 00:00:00,ACC40001,BL004,EMP00225,V2_Revised,Monthly,CAPEX,CC-9509,,60858.38,31148.99,30051.08,6443.89,EMP00205,Approved,EMP00147,,2024-11-15 00:00:00,2024-12-02 00:00:00,-29709.39,-48.82,30807.3,51.18,-54414.49
9651,20251214,2025-12-14 00:00:00,ACC30002,BL005,EMP00141,V2_Revised,Project-Based,Revenue,CC-1076,,52898.97,38872.05,30687.55,27418.52,EMP00242,Approved,EMP00198,Over Budget,2025-12-19 00:00:00,2026-01-08 00:00:00,-14026.92,-26.52,22211.42,73.48,-25480.45
9652,20230901,2023-09-01 00:00:00,ACC30002,BL006,EMP00245,V3_Final,Monthly,CAPEX,CC-3276,PROJ-002,10311.02,30124.35,68052.69,32766.94,EMP00169,Approved,EMP00082,,2023-09-09 00:00:00,2023-09-08 00:00:00,19813.33,192.16,-57741.67,292.16,22455.92
9653,20241107,2024-11-07 00:00:00,ACC20001,BL002,EMP00112,V3_Final,Monthly,CAPEX,CC-7871,PROJ-002,6653.39,68852.09,92539.29,13932.04,EMP00064,Approved,EMP00046,,2024-11-14 00:00:00,2024-11-17 00:00:00,62198.7,934.84,-85885.9,1034.84,7278.65
9654,20240324,2024-03-24 00:00:00,ACC10001,BL005,EMP00008,V1_Original,Rolling,Revenue,CC-9861,,34764.58,75766.9,55409.97,85153.97,EMP00098,Approved,EMP00067,,2024-03-31 00:00:00,2024-03-26 00:00:00,41002.32,117.94,-20645.39,217.94,50389.39
9655,20251029,2025-10-29 00:00:00,ACC30004,BL003,EMP00059,V2_Revised,Annual,CAPEX,CC-8616,,34504.64,83235.92,8704.34,24644.9,EMP00033,Approved,EMP00147,,2025-11-04 00:00:00,2025-11-21 00:00:00,48731.28,141.23,25800.3,241.23,-9859.74
9656,20250901,2025-09-01 00:00:00,ACC30001,BL003,EMP00008,V2_Revised,Annual,Revenue,CC-2582,PROJ-003,65183.29,83930.74,32122.59,73356.9,EMP00030,Approved,EMP00063,,2025-09-15 00:00:00,2025-09-30 00:00:00,18747.45,28.76,33060.7,128.76,8173.61
9657,20250201,2025-02-01 00:00:00,ACC20001,BL001,EMP00209,V1_Original,Quarterly,OPEX,CC-4242,PROJ-002,15410.23,91406.61,65348.5,97531.78,EMP00198,Approved,EMP00147,,2025-02-11 00:00:00,2025-02-05 00:00:00,75996.38,493.16,-49938.27,593.16,82121.55
9658,20250706,2025-07-06 00:00:00,ACC10002,BL002,EMP00176,V2_Revised,Project-Based,Revenue,CC-6771,,27633.91,26894.62,6269.47,3905.96,EMP00166,Approved,EMP00242,Under Budget,2025-07-20 00:00:00,2025-07-20 00:00:00,-739.29,-2.68,21364.44,97.32,-23727.95
9659,20240911,2024-09-11 00:00:00,ACC10001,BL006,EMP00227,V3_Final,Project-Based,Headcount,CC-1452,,34183.1,17117.42,68152.54,31720.02,EMP00142,Approved,EMP00069,On Track,2024-09-21 00:00:00,2024-09-13 00:00:00,-17065.68,-49.92,-33969.44,50.08,-2463.08
9660,20250829,2025-08-29 00:00:00,ACC50002,BL001,EMP00077,V2_Revised,Project-Based,OPEX,CC-5957,,3813.74,14865.13,67457.35,44022.34,EMP00203,Pending,EMP00147,Under Budget,2025-09-05 00:00:00,2025-09-23 00:00:00,11051.39,289.78,-63643.61,389.78,40208.6
9661,20240626,2024-06-26 00:00:00,ACC30003,BL006,EMP00112,V3_Final,Quarterly,Revenue,CC-2954,PROJ-001,45666.67,93287.52,30521.4,1378.5,EMP00153,Approved,EMP00042,,2024-07-08 00:00:00,2024-07-13 00:00:00,47620.85,104.28,15145.27,204.28,-44288.17
9662,20241018,2024-10-18 00:00:00,ACC30003,BL002,EMP00066,V1_Original,Monthly,OPEX,CC-4974,PROJ-002,11989.41,108275.3,75122.42,99906.96,EMP00171,Approved,EMP00247,,2024-10-31 00:00:00,2024-11-16 00:00:00,96285.89,803.09,-63133.01,903.09,87917.55
9663,20230902,2023-09-02 00:00:00,ACC40002,BL001,EMP00114,V1_Original,Monthly,OPEX,CC-6470,,37204.67,18771.67,24117.29,67459.89,EMP00244,Draft,EMP00161,Over Budget,2023-09-12 00:00:00,2023-09-02 00:00:00,-18433,-49.54,13087.38,50.46,30255.22
9664,20250816,2025-08-16 00:00:00,ACC20002,BL002,EMP00007,V2_Revised,Rolling,OPEX,CC-7429,,40405.63,103567.6,54257.39,34440.32,EMP00177,Approved,EMP00161,On Track,2025-08-29 00:00:00,2025-09-11 00:00:00,63161.97,156.32,-13851.76,256.32,-5965.31
9665,20231102,2023-11-02 00:00:00,ACC20002,BL002,EMP00077,V2_Revised,Quarterly,OPEX,CC-3167,PROJ-001,23608.83,75866.94,77716.98,87377.89,EMP00159,Draft,EMP00193,,2023-11-08 00:00:00,2023-11-04 00:00:00,52258.11,221.35,-54108.15,321.35,63769.06
9666,20240324,2024-03-24 00:00:00,ACC10002,BL005,EMP00110,V2_Revised,Annual,Headcount,CC-9839,PROJ-001,31908.57,82756.93,82591.68,60258.61,EMP00134,Approved,EMP00060,,2024-04-07 00:00:00,2024-04-03 00:00:00,50848.36,159.36,-50683.11,259.36,28350.04
9667,20250531,2025-05-31 00:00:00,ACC60001,BL003,EMP00212,V1_Original,Monthly,OPEX,CC-5358,PROJ-002,16502,101391.29,27169.56,87723.97,EMP00079,Approved,EMP00046,,2025-06-11 00:00:00,2025-06-18 00:00:00,84889.29,514.42,-10667.56,614.42,71221.97
9668,20230806,2023-08-06 00:00:00,ACC30001,BL004,EMP00040,V1_Original,Project-Based,OPEX,CC-6318,,30621.84,100442.26,75030.31,73381.28,EMP00005,Approved,EMP00159,,2023-08-18 00:00:00,2023-08-26 00:00:00,69820.42,228.01,-44408.47,328.01,42759.44
9669,20231007,2023-10-07 00:00:00,ACC40003,BL002,EMP00163,V2_Revised,Monthly,CAPEX,CC-4723,PROJ-001,10254.35,41188.63,9193.41,27188.54,EMP00099,Approved,EMP00223,,2023-10-12 00:00:00,2023-10-11 00:00:00,30934.28,301.67,1060.94,401.67,16934.19
9670,20240620,2024-06-20 00:00:00,ACC50002,BL003,EMP00163,V1_Original,Annual,Headcount,CC-7656,,45963.07,46242.36,20923.74,65066.4,EMP00202,Approved,EMP00026,Needs Review,2024-06-29 00:00:00,2024-06-26 00:00:00,279.29,0.61,25039.33,100.61,19103.33
9671,20230322,2023-03-22 00:00:00,ACC30004,BL001,EMP00069,V1_Original,Rolling,Headcount,CC-2564,PROJ-001,52385.34,3025.5,92130.84,104562.58,EMP00006,Approved,EMP00216,,2023-04-02 00:00:00,2023-03-24 00:00:00,-49359.84,-94.22,-39745.5,5.78,52177.24
9672,20230220,2023-02-20 00:00:00,ACC30001,BL006,EMP00019,V3_Final,Quarterly,OPEX,CC-5678,PROJ-003,77365.94,87887.55,18705.68,17328.58,EMP00182,Draft,EMP00041,,2023-03-03 00:00:00,2023-03-04 00:00:00,10521.61,13.6,58660.26,113.6,-60037.36
9673,20250801,2025-08-01 00:00:00,ACC50002,BL004,EMP00079,V3_Final,Monthly,OPEX,CC-8465,PROJ-001,72959.2,43651.24,21862.52,68420.28,EMP00079,Approved,EMP00026,On Track,2025-08-13 00:00:00,2025-08-16 00:00:00,-29307.96,-40.17,51096.68,59.83,-4538.92
9674,20251111,2025-11-11 00:00:00,ACC60001,BL002,EMP00114,V3_Final,Rolling,Revenue,CC-5789,,94917.47,104524.12,82538.82,67588.09,EMP00121,Approved,EMP00093,,2025-11-24 00:00:00,2025-11-30 00:00:00,9606.65,10.12,12378.65,110.12,-27329.38
9675,20240607,2024-06-07 00:00:00,ACC20002,BL006,EMP00178,V3_Final,Monthly,CAPEX,CC-7867,PROJ-002,70472.71,10730.6,91338.19,37067.46,EMP00220,Approved,EMP00076,,2024-06-19 00:00:00,2024-06-27 00:00:00,-59742.11,-84.77,-20865.48,15.23,-33405.25
9676,20241222,2024-12-22 00:00:00,ACC30003,BL005,EMP00160,V1_Original,Annual,Revenue,CC-4598,PROJ-003,36113.77,38939.01,40252.8,70510.29,EMP00052,Draft,EMP00072,Over Budget,2024-12-23 00:00:00,2025-01-02 00:00:00,2825.24,7.82,-4139.03,107.82,34396.52
9677,20240918,2024-09-18 00:00:00,ACC10002,BL003,EMP00175,V2_Revised,Quarterly,Headcount,CC-8993,,55339.61,10573.79,17315.23,53253.87,EMP00080,Approved,EMP00180,,2024-10-02 00:00:00,2024-09-25 00:00:00,-44765.82,-80.89,38024.38,19.11,-2085.74
9678,20240113,2024-01-13 00:00:00,ACC20001,BL006,EMP00059,V3_Final,Project-Based,OPEX,CC-1144,PROJ-001,32221.95,47964.9,48089.09,85375.7,EMP00077,Pending,EMP00054,,2024-01-14 00:00:00,2024-01-16 00:00:00,15742.95,48.86,-15867.14,148.86,53153.75
9679,20240806,2024-08-06 00:00:00,ACC20001,BL003,EMP00032,V2_Revised,Rolling,OPEX,CC-7872,PROJ-001,19117.33,89936.41,37789.43,27546.35,EMP00172,Approved,EMP00233,,2024-08-12 00:00:00,2024-08-20 00:00:00,70819.08,370.44,-18672.1,470.44,8429.02
9680,20240115,2024-01-15 00:00:00,ACC40002,BL002,EMP00142,V2_Revised,Quarterly,Revenue,CC-9571,PROJ-003,69049.24,37268.11,9544.24,44441,EMP00084,Approved,EMP00145,,2024-01-16 00:00:00,2024-02-07 00:00:00,-31781.13,-46.03,59505,53.97,-24608.24
9681,20240702,2024-07-02 00:00:00,ACC60001,BL004,EMP00243,V2_Revised,Project-Based,OPEX,CC-3560,,62791.74,34592.92,77648.01,8829.78,EMP00111,Approved,EMP00247,,2024-07-15 00:00:00,2024-07-21 00:00:00,-28198.82,-44.91,-14856.27,55.09,-53961.96
9682,20250506,2025-05-06 00:00:00,ACC40001,BL005,EMP00039,V3_Final,Quarterly,Revenue,CC-1248,,23832.09,28667.96,72829.01,55282,EMP00153,Rejected,EMP00161,,2025-05-07 00:00:00,2025-05-10 00:00:00,4835.87,20.29,-48996.92,120.29,31449.91
9683,20230620,2023-06-20 00:00:00,ACC50002,BL004,EMP00059,V1_Original,Monthly,OPEX,CC-4313,PROJ-001,49221.9,57294.33,21610.66,41853.28,EMP00087,Approved,EMP00196,,2023-06-29 00:00:00,2023-07-13 00:00:00,8072.43,16.4,27611.24,116.4,-7368.62
9684,20251011,2025-10-11 00:00:00,ACC40001,BL004,EMP00163,V3_Final,Project-Based,OPEX,CC-5752,,96321.86,73796.54,84721.62,87668.12,EMP00091,Approved,EMP00113,,2025-10-22 00:00:00,2025-10-24 00:00:00,-22525.32,-23.39,11600.24,76.61,-8653.74
9685,20230421,2023-04-21 00:00:00,ACC40001,BL001,EMP00236,V2_Revised,Quarterly,OPEX,CC-1489,,45752.67,28338.48,48124.39,49880.49,EMP00128,Approved,EMP00205,Over Budget,2023-04-30 00:00:00,2023-05-03 00:00:00,-17414.19,-38.06,-2371.72,61.94,4127.82
9686,20250219,2025-02-19 00:00:00,ACC60001,BL006,EMP00189,V2_Revised,Monthly,Headcount,CC-5090,,80504.45,47437.3,42007.91,45987.74,EMP00076,Approved,EMP00013,,2025-02-24 00:00:00,2025-03-05 00:00:00,-33067.15,-41.07,38496.54,58.93,-34516.71
9687,20240712,2024-07-12 00:00:00,ACC30001,BL003,EMP00142,V1_Original,Annual,OPEX,CC-2116,,20483.02,24799.44,42327.21,72912.87,EMP00120,Approved,EMP00247,,2024-07-20 00:00:00,2024-07-22 00:00:00,4316.42,21.07,-21844.19,121.07,52429.85
9688,20250907,2025-09-07 00:00:00,ACC30002,BL005,EMP00069,V1_Original,Annual,Headcount,CC-5900,PROJ-003,19015.07,97616.41,22096.44,20061.23,EMP00233,Approved,EMP00098,,2025-09-14 00:00:00,2025-09-23 00:00:00,78601.34,413.36,-3081.37,513.36,1046.16
9689,20240407,2024-04-07 00:00:00,ACC50001,BL003,EMP00192,V1_Original,Monthly,OPEX,CC-3289,,44559.96,14515.77,80558.25,12705.27,EMP00122,Approved,EMP00145,,2024-04-16 00:00:00,2024-04-09 00:00:00,-30044.19,-67.42,-35998.29,32.58,-31854.69
9690,20230125,2023-01-25 00:00:00,ACC60001,BL002,EMP00007,V1_Original,Monthly,OPEX,CC-7174,,62537.99,43351.54,42933.64,67792.17,EMP00138,Approved,EMP00069,Under Budget,2023-02-04 00:00:00,2023-02-02 00:00:00,-19186.45,-30.68,19604.35,69.32,5254.18
9691,20230701,2023-07-01 00:00:00,ACC30003,BL002,EMP00231,V1_Original,Rolling,Revenue,CC-9952,PROJ-003,25091.09,83543.48,90687.19,34422.83,EMP00248,Approved,EMP00113,,2023-07-10 00:00:00,2023-07-09 00:00:00,58452.39,232.96,-65596.1,332.96,9331.74
9692,20230416,2023-04-16 00:00:00,ACC20001,BL006,EMP00225,V2_Revised,Project-Based,CAPEX,CC-6780,PROJ-001,40740.36,61644.66,86976.45,31587.88,EMP00034,Approved,EMP00027,,2023-04-26 00:00:00,2023-04-17 00:00:00,20904.3,51.31,-46236.09,151.31,-9152.48
9693,20250719,2025-07-19 00:00:00,ACC50002,BL005,EMP00194,V2_Revised,Annual,Revenue,CC-1899,,31441.52,27787.73,6126.79,18516.53,EMP00136,Approved,EMP00076,On Track,2025-08-02 00:00:00,2025-07-31 00:00:00,-3653.79,-11.62,25314.73,88.38,-12924.99
9694,20231208,2023-12-08 00:00:00,ACC30003,BL001,EMP00048,V1_Original,Monthly,OPEX,CC-3476,PROJ-002,33714.65,91693.72,21989.69,56828.83,EMP00139,Approved,EMP00046,Over Budget,2023-12-12 00:00:00,2024-01-01 00:00:00,57979.07,171.97,11724.96,271.97,23114.18
9695,20231007,2023-10-07 00:00:00,ACC20002,BL004,EMP00074,V3_Final,Monthly,CAPEX,CC-6089,PROJ-002,17252.37,49637.85,55091.14,100600.01,EMP00243,Approved,EMP00136,,2023-10-13 00:00:00,2023-10-21 00:00:00,32385.48,187.72,-37838.77,287.72,83347.64
9696,20250826,2025-08-26 00:00:00,ACC30003,BL005,EMP00209,V1_Original,Annual,OPEX,CC-1394,,1100.98,15935.78,94962.69,23877.52,EMP00151,Pending,EMP00136,,2025-08-31 00:00:00,2025-09-01 00:00:00,14834.8,1347.42,-93861.71,1447.42,22776.54
9697,20230705,2023-07-05 00:00:00,ACC50001,BL005,EMP00215,V2_Revised,Rolling,Headcount,CC-4400,PROJ-001,67682,66185.93,47885.42,46201.41,EMP00210,Approved,EMP00180,On Track,2023-07-14 00:00:00,2023-07-28 00:00:00,-1496.07,-2.21,19796.58,97.79,-21480.59
9698,20250719,2025-07-19 00:00:00,ACC40003,BL001,EMP00122,V2_Revised,Annual,OPEX,CC-9944,,54110.06,23484.62,55083.22,90949.74,EMP00019,Approved,EMP00190,,2025-07-31 00:00:00,2025-08-16 00:00:00,-30625.44,-56.6,-973.16,43.4,36839.68
9699,20240821,2024-08-21 00:00:00,ACC40001,BL005,EMP00048,V3_Final,Quarterly,Revenue,CC-8996,,58788.57,70610.14,25511.36,48653.27,EMP00135,Pending,EMP00121,,2024-08-29 00:00:00,2024-09-14 00:00:00,11821.57,20.11,33277.21,120.11,-10135.3
9700,20241213,2024-12-13 00:00:00,ACC30002,BL003,EMP00079,V3_Final,Quarterly,Revenue,CC-9334,,45051.25,27273.86,28147.47,77102.61,EMP00230,Approved,EMP00069,,2024-12-21 00:00:00,2024-12-16 00:00:00,-17777.39,-39.46,16903.78,60.54,32051.36
9701,20240930,2024-09-30 00:00:00,ACC10001,BL005,EMP00148,V3_Final,Annual,Revenue,CC-4403,PROJ-003,67449.07,53052.56,10620.86,54689.72,EMP00014,Approved,EMP00013,On Track,2024-10-11 00:00:00,2024-09-30 00:00:00,-14396.51,-21.34,56828.21,78.66,-12759.35
